SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,Powell Compound,Powell Negative,Powell Neutral,Powell Positive,Powell Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
,,,,,0.0,0.0,1.0,0.0,"noelle acheson is a veteran of company analysis and coindesks director of research. the opinions expressed in this article are the authors ownand are not investment advice.
the following article originally appeared in institutional crypto by coindesk, a week… [+9636 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.5719,0.151,0.791,0.058,"the u.s. government should take further steps to stop the spread of covid-19 and assist impacted workers, cnbc's jim cramer said monday. but neither actions are the permanent solution the economy needs, he argued. 
""there's only one thing that can stop this … [+1806 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.4005,0.139,0.771,0.09,"like most of us, i have watched with shock and awe as the market has careened lower over the past several weeks. while it has been extremely difficult to make gains during this time period (even shorting has proven treacherous due to the sudden, dramatic mark… [+7835 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.3818,0.1,0.854,0.047,"cnbc's jim cramer argued monday that stock market short sellers are unwisely doubting the ability of scientists to slow the spread of the new coronavirus.
""this is a day where you say, if i'm short i'm betting against science, not betting against the lackada… [+1903 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.7713,0.153,0.847,0.0,"<ul><li>google trends data shows an incredible surge in searches for the dow jones and how to buy stocks</li><li>unfortunately, retail investors are usually on the wrong side of stock market crashes, suggesting there could be more pain ahead.</li><li>guggenhe… [+4682 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.7506,0.0,0.837,0.163,"the dow jones industrial average finished friday's session down more than 4%. this marks a reversal from a three-day winning streak where major indices gained more than 20% from monday's close.
so has the market reached a bottom during the coronavirus pandem… [+2773 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.7003,0.148,0.798,0.054,"the stock market is in a ""tug of war"" between bearish and bullish investors as the coronavirus outbreak takes its course in the united states, cnbc's jim cramer said friday.
wall street is at a crossroads of heading into a depression or reversing fortunes, d… [+4125 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5859,0.0,0.915,0.085,"cnbc's jim cramer said friday he did not think investors were properly factoring in the likelihood a successful antiviral treatment for covid-19 is developed. 
""is anyone even thinking anymore that there is something going on at any drug company that actuall… [+2405 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.6486,0.081,0.919,0.0,"wall street is not yet out of the woods, but cnbc's jim cramer on thursday said investors caught a glimpse of what's to come.
""in the last 24 hours we got something that we haven't felt in a long time. it's called hope,"" the ""mad money"" host said.
the comme… [+2992 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.4983,0.146,0.746,0.108,"wall street showed it ""has faith"" in the sweeping stimulus bill that's pending passage in the u.s. senate, but the plan does not resolve the health crisis at hand, cnbc's jim cramer said wednesday.
the dow jones rose about 495 points, or 2.39%, to 21,200.55,… [+2557 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.8126,0.0,0.802,0.198,"amazon may be the ultimate beneficiary in the post-coronavirus world, cnbc's jim cramer said wednesday, suggesting the company's cloud unit and e-commerce business are both positioned nicely to thrive.
""i think amazon could go to $3,000 in this market,"" cram… [+2074 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.9209,0.039,0.69,0.271,"the dow turned in its best one-day gain since the great depression, but it's far from the quality rally that investors want to see, cnbc's jim cramer said tuesday.
""a good rally is one that's stair step. it goes up nicely, people don't believe, then it flatl… [+2233 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.25,0.075,0.849,0.075,"cnbc's jim cramer recommended patience after tuesday's market bounced in anticipation that lawmakers in washington would settle on a wide-reaching economic stimulus deal.
the ""mad money"" host took a cue from chart analysis by investment advisor tom demark, t… [+1860 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.3612,0.084,0.916,0.0,"stock futures rose in overnight trading, building on tuesday's historic rally, as investors awaited an unprecedented stimulus package to combat the economic impact of the coronavirus.
futures on the dow jones industrial average climbed about 150 points. the … [+1929 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.3612,0.08,0.92,0.0,"cnbc's jim cramer warned investors against believing that the bull market was back after tuesday's massive rally, saying that automated trading and short-covering were major reasons for the move. 
""just be cautious. this was a one-day bull market. you had st… [+1844 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.8126,0.0,0.837,0.163,"the dow jones industrial average surged by more than 11 percent on tuesday as donald trump proposed an end to the shutdown, and senators came close to reaching an agreement on the coronavirus stimulus bill. the rise marked the dow’s biggest percentage gain si… [+969 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.0,0.0,1.0,0.0,"speaker of the house nancy pelosi waits for u.s. president donald trump to arrive to deliver his state of the union address to a joint session of the u.s. congress in the house chamber of the u.s. capitol in washington, u.s. february 4, 2020.
dow jones indus… [+1525 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5267,0.0,0.927,0.073,"futures contracts tied to the major u.s. stock indexes posted a modest rise at the opening of the overnight session monday evening.
dow jones industrial average futures rose 300 points, implying an opening gain of 334 points. s&amp;p 500 and nasdaq futures a… [+2105 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.7964,0.165,0.835,0.0,"(cnbc) -- stocks fell sharply on monday as u.s. lawmakers failed to push through massive fiscal stimulus to curtail the economic blow from the coronavirus.
the dow jones industrial average closed 597 points lower, or down 3.1%, after clinching its lowest lev… [+463 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence. 
e-mini futures for the s&amp;p… [+2747 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence. 
e-mini futures for the s&amp;p… [+2792 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4939,0.148,0.787,0.065,"new york: asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p 500 nudged … [+2844 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p … [+2849 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4939,0.151,0.783,0.066,"new york (reuters) - asian stocks were set for a modest bounce on tuesday as u.s. stock futures edged higher, although fears the coronavirus could drag on the global economy for months are likely to temper investor confidence.
e-mini futures for the s&amp;p … [+2849 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.7184,0.14,0.86,0.0,"cnbc's jim cramer has struck a ""hopeful"" new tune in his wall street outlook.
the ""mad money"" host on monday showed a shift in his thinking about the trajectory of stocks, lightening up on his belief that the market will retest its march lows.
""i figured a … [+2945 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6908,0.191,0.71,0.099,"australian dollar, aud/usd, crude oil, wall street, earnings asia pacific market open
australian dollar gains, crude oil prices struggle as wall street eyes earnings season
the australian dollar gained on monday and may continue to rise during tuesdays asia… [+2940 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4404,0.092,0.877,0.031,"u.s. stocks were mixed monday as investors tread carefully on uncertain news on the coronavirus pandemic. 
the dow jones industrial average was down 329 points, or 1%. the s&amp;p 500 was also 1% lower while the nasdaq composite index was up a fraction of a … [+1020 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.5106,0.068,0.932,0.0,"stock futures were little changed monday evening as investors braced for what is expected to be an ugly earnings season, as the coronavirus pandemic swept the country at the end of the first quarter.
during the regular session monday, the s&amp;p 500 and dow… [+3484 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.7784,0.206,0.794,0.0,"a fight over business interruption insurance policies that arent covering coronavirus-related claims has drawn a high-profile participant, with president donald trump weighing in.the insurance industry cant be comfortable with a populist president talking abo… [+3088 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.1531,0.125,0.739,0.136,"u.s. stocks closed mostly lower following an epic week of gains. and oil prices turned lower in afternoon trading, giving up nearly 5% gains made after president donald trump indicated cuts to global production might be twice as big as investors expect. tech … [+2524 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6597,0.144,0.856,0.0,"<ul><li>the dow jones industrial average lost 329 points, or 1.4%, to end near 23,391.</li><li>s&amp;p 500 lost 1% to end around 2,762. </li><li>the nasdaq composite added 0.5% to close at 8,192. </li></ul>us benchmarks were coming off their lows on monday's … [+1190 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.802,0.053,0.733,0.213,"<ul><li>us stocks slid on monday in their first day of trading after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season.</li><li>jpmorgan, wells fargo, and johnson &amp; john… [+5158 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.802,0.052,0.739,0.209,"<ul><li>us stocks slid on monday in their first day of trading after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season. </li><li>jpmorgan, wells fargo, and johnson &amp; joh… [+3222 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.4404,0.065,0.935,0.0,"<ul><li>the dow jones fell on monday, in part because coronavirus economic impact is expected to linger.</li><li>trumps plans to reopen the economy are a worry for the stock market as china reports an uptick in new cases.</li><li>four of the dows 30 member st… [+4288 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.5267,0.158,0.758,0.084,"analysts say early data showing gilead sciences inc.s remdesivir improved clinical outcomes for two-thirds of a small group of severely ill covid-19 patients is promising, but they caution against viewing the experimental drug as a silver bullet in the fight … [+4804 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.6369,0.0,0.896,0.104,"in the spring of 1944, as the allies secretly prepared to invade france, a midwestern factory with the pleasant name of willow run produced one b-24 heavy bomber every hour. an astonishing feat, even now. every day, 125 miles of copper wire and 8.6 million ri… [+24131 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.5423,0.046,0.832,0.123,"opec, russia and other oil-producing nations on sunday finalized an unprecedented production cut of nearly 10 million barrels, or a tenth of global supply, officials said. the agreement is aimed at boosting crashing oil prices amid the coronavirus pandemic an… [+4003 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.5994,0.069,0.788,0.143,"stocks fell monday morning ahead of the start of corporate earnings season, declining after last weeks rally sent the s&amp;p 500 to its best weekly gain since 1974.
crude oil prices rose after president donald trump said in a twitter post monday morning tha… [+11699 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.024,0.043,0.911,0.045,president donald trump on monday via twitter is saying that a historic weekend deal struck between opec and some of the biggest oil producers on the planet could be more substantial than what has been announced. the presidents tweet suggests that a global out… [+1735 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.7812,0.0,0.854,0.146,"on march 30, after four days of rebuffs from his superiors, crozier sat down to compose an email. sailors dont need to die, he wrote to 20 other people, all navy personnel in the pacific, asking for help. a naval academy graduate with nearly 30 years of milit… [+13601 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.7184,0.173,0.759,0.068,"the coronavirus pandemic has quickly evolved from a health care crisis to a financial one, shuttering businesses, upending industries and sending financial markets reeling.
here's the latest news on how the covid-19 crisis is affecting the economy. for more … [+1376 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.3612,0.062,0.843,0.096,"stocks drilled deeper into early losses monday, positioning the stock market for a pause after its best week in nearly a half century. investors looked cautiously toward tuesday's launch of a first-quarter reporting season, expected to reveal the initial impa… [+9166 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.802,0.053,0.733,0.213,"reuters
<ul><li>us stocks slid on monday after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season. </li><li>jpmorgan, wells fargo, and johnson &amp; johnson are among the fi… [+3035 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.802,0.053,0.733,0.213,"<ul><li>us stocks slid on monday after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season.</li><li>jpmorgan, wells fargo, and johnson &amp; johnson are among the firms set to… [+3185 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.6801,0.039,0.83,0.132,"wall street opened slightly lower on monday, after a historic oil production agreement settled some of the volatility that has eroded market confidence in the past few weeks.
the dow jones industrial average was down by around 100 points, while the s&amp;p 5… [+2553 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.2263,0.087,0.828,0.085,"1. stock futures under pressure after s&amp;p 500's best week since 1974
commuters exit a wall street subway station near the new york stock exchange.
dow futures were pointing to a drop of over 200 points, about 1%, at monday's open. similar projected decl… [+3200 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.3182,0.0,0.949,0.051,"editor’s note: this update reflects only a small part of the huge economic impact of the covid-19 pandemic, which caused millions of layoffs and shut down much of the economy before many of these statistics were collected.
summary
since donald trump took of… [+42828 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.1531,0.04,0.907,0.053,"president donald trump helped broker a saudi-russia oil deal on easter sunday. | al drago - pool/getty images
driving the day
gmorning. diplomatic wins have been difficult for the administration to come by these days, but youre likely to hear a lot about th… [+23066 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.743,0.253,0.599,0.148,"inancial markets
asian shares fall, oil gains after opec plus strikes deal
tokyo (ap) shares were mostly lower today in asia while crude prices held steady after opec and other oil producing nations agreed to cut output to reflect the collapse of demand due… [+6265 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.798,0.211,0.744,0.045,"bitcoin (btc) price has again dropped below $7,000 and at the time of writing the digital asset is struggling to hold above $6,700. the sharp downside to a new weekly low at $6,575 occurred despite an exciting easter sunday, which saw bitcoin price drop to $6… [+3141 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0772,0.045,0.918,0.037,"<ul><li>us stock futures register heavy declines while treasuries seem to ignore the risk-off.</li><li>us virus updates, comments from fed’s kashkari seems to have weighed on the trading sentiment.</li><li>most global markets are off due to easter monday but … [+1378 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.3612,0.073,0.787,0.139,"<ul><li>gold prices hold onto recovery gains from $1,640.</li><li>coronavirus outbreak continues to spread fears during good friday, easter monday holidays.</li><li>us stock futures mark risk-off with losses.</li><li>an absence of major data/events will keep … [+1574 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6249,0.145,0.824,0.031,"u.s. stock futures were lower on sunday night after opec and other oil-producing countries reached a deal on a massive production cut while investors digested the outlook on the coronavirus. 
dow jones industrial average futures traded 420 points lower, or 1… [+2781 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.6369,0.079,0.752,0.17,"this past week the s&amp;p 500 went up 301 points, or 12 percent, its best performance in 46 years.
during the same week, the reported number of americans killed by covid-19 went up 11,499, or 161 percent, the coronavirus’s best performance ever.
so this se… [+4543 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6369,0.16,0.754,0.086,"sitting at the dinner table, our 11-year old son inquired: ""if a big meteor was about to hit the earth, how much money would the fed print?"" i complimented his sense of humor. yet it was a sad testament to the historic monetary fiasco that will haunt his gene… [+75074 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2023,0.039,0.961,0.0,"the wall street bull, located in the financial district of new york city.
the stock market's rapid plunge into a bear market this year has been nearly matched by a blistering rally off its lows.
through thursday's close, the s&amp;p 500 has rallied nearly 2… [+7208 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.1027,0.077,0.833,0.089,"<ul><li>
thursday, april 9, marked 100 days into the new year.
</li><li>
the year 2020 has seen its fair share of major historic events in a little over three months – including the acquittal of president donald trump in an impeachment trial, the death of … [+16336 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.9136,0.0,0.738,0.262,"<ul><li>the stock market enjoyed one of the best performances in decades last week.</li><li>president donald trump is looking for a big bounce after the coronavirus pandemic blows over.</li><li>unfortunately, the economic fundamentals point to at best moderat… [+4805 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6249,0.089,0.911,0.0,"hedge fund manager bill ackman's pershing square capital management has sunk the $2.6 billion made from his coronavirus short into companies hard-hit by the pandemic, betting they will thrive over the long term once the crisis is over.
the investments, cover… [+5071 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.8591,0.209,0.791,0.0,"the covid-19 crisis has revealed gruesome core dysfunction. drug companies have to be bribed to make needed medicines, state governments improvise harebrained plans for emergency elections, and industrial capacity has been offshored to the point where making … [+15211 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.3818,0.079,0.921,0.0,"it wont be your typical easter, or passover, on wall street, in the era of the deadly covid-19 pandemic that has forced a global shutdown of businesses and caused governments to impose social-distancing measures to curb its spread. but, as is traditional, u.s… [+3502 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.1779,0.0,0.963,0.037,"by tom roseen
for the first week in six, investors were overall net redeemers of fund assets (including those of conventional funds and etfs), withdrawing $23.9 billion for lipper's fund flows week ended april 8, 2020. fund investors were net purchasers of m… [+8429 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.4215,0.094,0.762,0.144,"by sam potter and anchalee worrachatewhenever it gets wild on wall street, there’s a desire to explain the madness. blame it on the algos, or a white house tweet, or maybe both. surely the hedge funds had something to do with it.
weeks like this offer an alt… [+15134 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.3182,0.095,0.835,0.07,"by friday, march 6, there was no escaping the fact that the spread of the novel coronavirus would soon upend american life.
there were confirmed cases in two dozen states, including washington, where a state of emergency had been declared after at least 10 p… [+18841 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2714,0.043,0.957,0.0,"the coronavirus pandemic has had grave human cost that cannot be put in numbers and figures. but the economic cost can. it’s $5 trillion! that’s the estimate coming in from the wall street banks, the first such figures on the impact of covid-19 on global econ… [+5052 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.3182,0.095,0.835,0.07,"by friday, march 6, there was no escaping the fact that the spread of the novel coronavirus would soon upend american life.
there were confirmed cases in two dozen states, including washington, where a state of emergency had been declared after at least 10 p… [+19909 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6249,0.077,0.923,0.0,"for many investors, the financial crisis of 2008 and the economic shutdown caused by the coronavirus are the only two bear markets they have experienced in their lives. where are we now compared to 2008? here is one way to look at that question and try to hel… [+5062 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.5859,0.085,0.891,0.024,"executive summary:
three weeks ago i predicted that the u.s. death toll from covid-19 would reach 20,000 by april 15th. in this article i will tell you what you should expect next.
article:
i saw this coronavirus pandemic coming back in february. i first w… [+6646 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.6597,0.118,0.858,0.024,"[editor’s note: “7 failing tech stocks to disconnect from now” was previously published in february 2020. it has since been updated to include the most relevant information available.]
as we’ve all learned recently, no matter how bullish a market gets, not e… [+11637 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.9153,0.262,0.738,0.0,"bitcoin's price drop since friday has pushed the oldest and largest cryptocurrency back into the red for 2020.
but guess what bitcoin is still beating? big u.s. bank stocks, which are suffering as coronavirus-related business disruptions, household lockdowns… [+7896 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.1531,0.081,0.873,0.046,"as the coronavirus epidemic gathers steam in many parts of the u.s., equity investors appear confident its damage to the economy will be contained, but analysts warn that as large corporations provide more information about covid-19s impact on earnings in com… [+6014 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.1377,0.149,0.67,0.181,"<ul><li>u.s. stock indices just closed their best week since 1974 as investors are optimistic that the coronavirus crisis is under control.</li><li>this weeks gains might be a bear market rally, so we shouldnt celebrate too soon.</li><li>many economists predi… [+3837 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.5267,0.082,0.918,0.0,"at one point in march, the all ordinaries (asx: xao) was 32.9% lower than the start of the year. although it has rebounded in recent weeks, it is still 22.7% lower than the start of january (at the time of writing).
the s&amp;p/asx 200 index (asx: xjo) is no… [+5220 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0644,0.054,0.898,0.048,"the s&amp;p 500, dow jones industrial average and nasdaqstockmarkets all rose by more than 5% on april 6th, as investors reacted positively to slowing death rates from covid-19 in a few places. but with america expecting a surge in new cases, trading remained… [+4618 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.6249,0.08,0.92,0.0,"the recent rallies on the dow (^dji) and s&amp;p 500 (^gspc) have some investors wondering if the worst of the market declines amid the covid-19 pandemic are over. the dow, which rose more than 1100 points on monday, is trading around 20% above its 52-week in… [+1940 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.1531,0.045,0.898,0.057,"(source: imgflip)
to say that we live in uncertain times right now would be an understatement.
following the first non-flu pandemic in over 100 years, stocks just had their most volatile month in history.
yet hopes of a peak in global and us covid-19 cases… [+18479 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0129,0.091,0.839,0.071,investors are seeing light at the end of the tunnel after a brutal period. but is it a train? that is the question many investors are weighing as the market attempts a powerful rebound from its late-march lows on the back of signs that the spread from covid-1… [+5517 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.6808,0.0,0.889,0.111,"the dow jones industrial average jumped 800 points from the opening bell, while the s&amp;p 500 and the nasdaq composite are both gaining around three percent. stocks in europe and asia also surged earlier in the day on hopes that the rapid spread of coronavi… [+2039 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.5859,0.1,0.9,0.0,"the u.s. economy has been largely shut down as a result of the covid-19 pandemic, and the stock market has taken a beating. even after rebounding significantly from the march lows, the s&amp;p 500 is still down by 27% from its mid-february closing high.
one … [+4335 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.6124,0.114,0.886,0.0,"jpmorgan kicks off the first-quarter earnings season next tuesday. 
ahead of the release, ceo jamie dimon cautioned in his annual shareholder letter that 2020 earnings could come in be ""meaningfully"" lower due to economic weakness stemming from the coronavir… [+1874 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.8074,0.0,0.841,0.159,"asian markets have opened with gains on tuesday morning on optimism that the coronavirus epidemic may be waning in some key epicenters. this is the first instance of markets seeing back to back days of gains in two weeks.
the dollar has retreated against maj… [+1621 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.6369,0.0,0.913,0.087,"us stock futures were volatile in after-hours trading monday following the best day for wall street in two weeks.
dow futures fell 10 points, or 0.04%. s&amp;p 500 futures were up 0.08% and nasdaq composite futures were up 0.03%.
wall street rallied monday … [+971 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
