,Date,SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
35,2021-02-27 01:04:29,,,,,,0.3182,0.064,0.82,0.116,"cnbc's jim cramer said that he was encouraged by the trading activity he saw in tech and growth stocks as the market on friday continued to grapple with fears that inflation is on the rise.
he warne… [+4404 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2021-02-26 14:17:00,,,,,,0.0,0.0,1.0,0.0,"the investing world will turn its eyes towards omaha, neb. on saturday as warren buffett's berkshire hathaway reports fourth-quarter earnings and releases its annual letter to shareholders.
berkshir… [+1909 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2021-02-26 05:09:00,,,,,,0.2263,0.0,0.946,0.054,"here are five things you must know for friday, feb. 26:
1. -- stock futures waver after selloff
stock futures fluctuated friday following a sharp selloff that sank both equities and treasuries.
co… [+6316 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2021-02-26 01:13:14,,,,,,-0.8126,0.24,0.697,0.062,"the debt market continued to weigh on the stock market thursday, triggering another brutal sell-off that hurt growth names especially, cnbc's jim cramer said.
""the bond market sees the economy getti… [+2449 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2021-02-26 00:48:35,,,,,,0.8658,0.0,0.767,0.233,"nvidia ceo jensen huang told cnbc on thursday he was confident in the company's growth story, even if its potential blockbuster acquisition of british chip designer arm does not happen.
""nvidia is g… [+2637 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2021-02-25 23:09:41,,,,,,-0.6249,0.161,0.79,0.049,"dow jones futures were little changed thursday night, along with s&amp;p 500 futures and nasdaq futures. the stock market rally suffered heavy losses thursday as the 10-year treasury yields continued… [+7987 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2021-02-25 19:21:41,,,,,,-0.4767,0.141,0.807,0.052,stocks fell sharply thursday and treasury yields hit a one-year high as fears of higher inflation resurfaced despite federal reserve chairman jerome powell downplaying the risks of increasing price p… [+1947 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2021-02-25 05:13:00,,,,,,0.0,0.0,1.0,0.0,"here are five things you must know for thursday, feb. 25:
1. -- stock futures fluctuate after dow sets record high
stock futures fluctuated thursday and bonds tumbled as federal reserve chairman je… [+5220 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2021-02-25 01:56:15,,,,,,0.6249,0.0,0.863,0.137,"stock in gamestop and amc found another leg to run on wednesday, posting their strongest day of trading since an internet-fueled short squeeze sent their share prices to the stratosphere last month.… [+1937 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2021-02-24 21:38:00,,,,,,0.0,0.0,1.0,0.0,"the dow jones industrial average traded higher in today's stock market as the blue chip index led the major indexes on the upside. over the past hour of trading, the major indexes continued trading n… [+3443 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2021-02-24 13:17:05,,,,,,0.2716,0.0,0.945,0.055,"here are the most important news, trends and analysis that investors need to start their trading day:
1. stocks set to rise after tuesday's turnaround on wall street
traders work on the floor of th… [+4571 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2021-02-24 05:10:00,,,,,,0.4019,0.0,0.93,0.07,"here are five things you must know for wednesday, feb. 24:
1. -- stock futures rise as fed pledges continued support
stock futures traded higher wednesday after the s&amp;p 500 rose for the first t… [+5502 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2021-02-24 00:50:12,,,,,,0.3818,0.0,0.923,0.077,"cnbc's jim cramer advised that market players have two ways to approach high-flying growth stocks that teetered and tottered their way through a volatile session on wall street tuesday.
investors ca… [+3427 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2021-02-23 23:23:16,,,,,,0.0387,0.042,0.913,0.046,"people are no longer stocking up on household supplies like they did in the early days of the coronavirus pandemic, but procter &amp; gamble chairman and ceo david taylor told cnbc on tuesday that th… [+2411 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2021-02-23 21:15:00,,,,,,-0.4939,0.086,0.914,0.0,"here's what cramer had to say about some of the stocks that callers offered up during the mad money lightning round tuesday evening:
vertex pharmaceuticals  (vrtx) - get report: ""i don't know why th… [+2176 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2021-03-18 13:17:48,,,,,,,,,,,-0.0258,0.074,0.826,0.099,nasdaq and s&amp;p 500 futures fell thursday as the 10-year treasury yield surged to a 14-month high. the tech-heavy nasdaq reversed steep losses wednesday as treasury yields came off their highs of … [+7608 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-03-18 11:38:54,,,,,,,,,,,0.4391,0.0,0.897,0.103,"here are the most important news, trends and analysis that investors need to start their trading day:
1. nasdaq, s&amp;p 500 futures hit by another jump in treasury yields
a man walks in front nasd… [+4416 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-03-18 10:20:00,,,,,,,,,,,0.4404,0.0,0.929,0.071,"as the vaccine rollout ramps up, the end of coronavirus pandemic in just about in sight. in turn, investors have begun to focus more on a recovery and stocks that will be good buys once covid-19 is a… [+5061 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-03-18 10:00:00,,,,,,,,,,,-0.3612,0.079,0.921,0.0,"march 18, 6:15 a.m. colby-sawyer college has made changes in its overflow quarantine housing, after the college's initial arrangements were criticized by students, wmur news reported.
eighteen stude… [+223757 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-03-18 04:00:29,,,,,,,,,,,0.7184,0.0,0.86,0.14,"today in history
today is thursday, march 18, the 77th day of 2021. there are 288 days left in the year.
todays highlight in history:
on march 18, 1963, the u.s. supreme court, in gideon v. wainwr… [+5431 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2021-03-18 04:00:00,,,,,,,,,,,0.3182,0.0,0.933,0.067,"in 1910, the first filmed adaptation of mary shelleys novel frankenstein, a silent short produced by thomas edisons new york movie studio, was released.
in 1911, irving berlins first major hit, alex… [+3852 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-03-17 23:38:04,,,,,,,,,,,-0.4215,0.076,0.924,0.0,"you have probably never heard of the artist known as beeple, but the 33 bidders in an online christie's sale last week apparently needed no introduction.
a two-week auction of his work everydays: th… [+9130 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2021-03-17 12:24:00,,,,,,,,,,,0.5859,0.0,0.866,0.134,dow futures were steady wednesday even as the 10-year treasury yield jumped to a new 13-month high ahead of the federal reserve's post-meeting release of new economic and interest rate projections an… [+9116 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-03-17 11:44:48,,,,,,,,,,,0.2716,0.0,0.946,0.054,"here are the most important news, trends and analysis that investors need to start their trading day:
1. dow futures steady as bond yields rise ahead of fed meeting end
traders on the floor of the … [+4580 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2021-03-17 10:00:00,,,,,,,,,,,-0.128,0.045,0.955,0.0,"march 17, 6:03 a.m. student workers at kenyon college held a strike on monday over the restrictions placed on their working during the pandemic, the columbus dispatch reported.
kenyon does not recog… [+223267 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-03-17 07:35:27,,,,,,,,,,,-0.8316,0.262,0.738,0.0,"eingebetteter medieninhalt
dies ist die fortsetzung von jemenkrieg-mosaik 727, teil 1 / this is the sequel of yemen war mosaic 727, part 1:
https://www.freitag.de/autoren/dklose/jemenkrieg-mosaik-7… [+2368 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2021-03-16 17:50:42,,,,,,,,,,,-0.34,0.079,0.921,0.0,"predictably, conservatives are once again warning about inflation. this happens every time a democrat takes officeeven if he merely continues the identical policies of his republican predecessor.
un… [+11985 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2021-03-16 13:30:24,,,,,,,,,,,0.0,0.0,1.0,0.0,"a year after the stock market seemed on the verge of a meltdown, economic experts look back with a new perspective on black monday, and the last 12 months of record-setting ups and downs.
on march 1… [+7033 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2021-03-16 13:30:00,,,,,,,,,,,0.0,0.0,1.0,0.0,"a year after the stock market seemed on the verge of a meltdown, economic experts look back with a new perspective on black monday, and the last 12 months of record-setting ups and downs.
on march 1… [+6810 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2021-03-16 12:04:14,,,,,,,,,,,0.0,0.0,1.0,0.0,"liveupdated march 16, 2021, 8:08 a.m. et
march 16, 2021, 8:08 a.m. et
heres what you need to know:
the taiwanese electronics behemoth foxconn, which is aiming to become a contract manufacturer of … [+15750 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2021-03-16 10:00:00,,,,,,,,,,,0.0,0.0,1.0,0.0,"march 16, 6:13 a.m. the university of arizona will resume classes of up to 100 students later this month. since feb. 22, there has been a limit of 50 students.
president robert c. robbins said: ""we … [+222567 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2021-03-16 04:00:31,,,,,,,,,,,-0.5994,0.095,0.905,0.0,"today in history
today is tuesday, march 16, the 75th day of 2021. there are 290 days left in the year.
todays highlights in history:
on march 16, 1945, during world war ii, american forces declar… [+4780 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2021-03-16 04:00:01,,,,,,,,,,,0.4939,0.0,0.904,0.096,"in 1802, president thomas jefferson signed a measure authorizing the establishment of the us military academy at west point, n.y.
in 1926, rocket science pioneer robert h. goddard successfully teste… [+3574 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2021-03-15 18:38:00,,,,,,,,,,,0.2716,0.0,0.937,0.063,president joe biden on monday said local experts statements on covid-19 vaccinations are more important than anything former president donald trump could say. his comments came after dr. anthony fauc… [+1391 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2021-03-15 18:26:51,,,,,,,,,,,-0.5423,0.129,0.827,0.044,"at this point, a reasonable person would be forced to admit
that a prediction of high inflation made in 2010 was based on faulty theory.
yet, few of those who signed the letter to bernanke owned up… [+5324 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2021-03-15 14:14:49,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2021-03-15 12:17:02,,,,,,,,,,,-0.7906,0.184,0.816,0.0,"why the war in ukraine may soon resume
several russia watchers - patrick armstrong, andrei martyanov and andrei raevsky - are musing about a renewed attack by the government of ukraine on its easter… [+76900 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2021-03-15 10:00:00,,,,,,,,,,,0.6908,0.0,0.853,0.147,"march 15, 6:14 a.m. stanford university said that it would welcome juniors and seniors back on campus for the spring term, which starts march 29.
""we have concluded that the conditions support movin… [+222106 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2021-03-15 02:16:02,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2021-03-14 23:55:55,,,,,,,,,,,-0.8238,0.236,0.724,0.041,there has never been agreement about what should be done to solve the ballooning u.s. debt problem. on one side are those who believe higher tax rates are needed to bring in desperately needed revenu… [+5384 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2021-03-14 09:30:20,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2021-03-13 17:36:22,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2021-03-13 16:21:47,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37879 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2021-03-13 16:21:47,,,,,,,,,,,-0.4215,0.078,0.922,0.0,"jpmorgan ceo jamie dimon in 2019(jeenah moon/reuters)
the week of march 8: bond worries, bidens binge, the cult of asceticism, and much, much more.in a capital note last week, i wrote about the deba… [+38150 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2021-03-13 13:10:36,,,,,,,,,,,0.0,0.0,1.0,0.0,"file - in this nov. 16, 2020 file photo a man wearing a mask passes the new york stock exchange in new york. time stood still for most of the world in 2020, as lockdown life had every day bleeding in… [+24333 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2021-03-13 07:15:31,,,,,,,,,,,0.4767,0.0,0.919,0.081,"1. president biden on thursday signed the $1.9 trillion covid-19 relief package into law, setting into motion the distribution of checks of up to $1,400 to most americans and billions of dollars in a… [+8054 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2021-03-12 17:06:54,,,,,,,,,,,0.3612,0.0,0.932,0.068,"(bloomberg) -- a digital asset investor who goes by the handle metakovan and refuses to give his full name, announced that he is the buyer of the record-breaking $69.3 million digital artwork that so… [+5617 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2021-03-12 11:51:00,,,,,,,,,,,0.4767,0.0,0.916,0.084,"1.
president biden on thursday signed the $1.9 trillion covid-19 relief package into law, setting into motion the distribution of checks of up to $1,400 to most americans and billions of dollars in … [+8084 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2021-03-12 11:51:00,,,,,,,,,,,0.0258,0.079,0.789,0.132,thailand on friday became the first asian country to join a growing number of nations that have suspended use of the coronavirus vaccine developed by astrazeneca and the university of oxford due to r… [+627 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2021-03-12 11:32:52,,,,,,,,,,,0.2716,0.0,0.946,0.054,"here are the most important news, trends and analysis that investors need to start their trading day:
1. nasdaq set to fall as tech stocks slump on rising bond yields
a man walks in front nasdaq bu… [+3805 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2021-03-12 11:00:00,,,,,,,,,,,0.0,0.0,1.0,0.0,"march 12, 6:17 a.m. the university of washington is asking members of the public to stay away -- and to view the university's famous cherry blossoms online.
the university invites people to view ""ch… [+221330 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2021-03-10 23:17:58,,,,,,,,,,,-0.5267,0.165,0.733,0.102,biden's stimulus package clears its final congressional hurdle. credit suisse managers are suspended amid a probe into the collapse of funds. warren buffett joins the $100 billion club. here's what p… [+6343 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2021-03-10 22:48:20,,,,,,,,,,,0.5423,0.0,0.873,0.127,"u.s. president joe bidens $1.9 trillion covid-19 relief bill cleared its last hurdle wednesday, with the 
house passing the final version. biden plans to sign the 
legislation, his first major vict… [+5339 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2021-03-10 22:39:21,,,,,,,,,,,0.5423,0.0,0.87,0.13,"(bloomberg) -- president joe bidens $1.9 trillion covid-19 relief bill cleared its final congressional hurdle wednesday, with the house passing the bill on a 220-to-211 vote, sending it to the presid… [+8261 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2021-03-10 22:29:24,,,,,,,,,,,0.5423,0.0,0.87,0.13,"(bloomberg) -- president joe bidens $1.9 trillion covid-19 relief bill cleared its final congressional hurdle wednesday, with the house passing the bill on a 220-to-211 vote, sending it to the presid… [+8816 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2021-03-10 13:07:03,,,,,,,,,,,0.0,0.0,1.0,0.0,"a version of this story first appeared in cnn business' before the bell newsletter. not a subscriber? you can sign up right here.
london (cnn business)heading into 2021, most of wall street was in a… [+6164 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2021-03-10 11:00:00,,,,,,,,,,,0.0,0.0,1.0,0.0,"march 10, 6:14 a.m. the university of california, davis is offering 750 students $75 each to stay put during spring break, march 20-24.
chancellor gary s. may wrote that ""students have until 5 p.m. … [+220792 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2021-03-10 07:51:07,,,,,,,,,,,-0.5994,0.112,0.888,0.0,"eingebetteter medieninhalt
... biden ist immer noch ein ""falke"" im jemen wie joe biden donald trumps großen waffendeal mit den emiraten stoppen kann die emirate, eine wichtige militärmacht kämpfe um… [+128622 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2021-03-09 11:00:00,,,,,,,,,,,-0.2263,0.054,0.946,0.0,"march 9, 6:18 a.m. faculty and staff members in florida are protesting a policy of governor ron desantis, a republican, to offer vaccines to all employees at k-12 schools, but not to higher education… [+220170 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2021-03-08 22:28:05,,,,,,,,,,,-0.3412,0.077,0.923,0.0,"new york (ap) — in communities across the country, local pharmacy owners are among the people administering covid-19 vaccinations. it’s not easy — being a vaccine provider requires a big investment o… [+5339 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2021-03-08 12:27:00,,,,,,,,,,,0.4767,0.0,0.912,0.088,u.s. stock index futures fell slightly early monday after the senate passed a $1.9 trillion coronavirus relief bill over the weekend. futures for the dow jones industrial average were flat several ho… [+691 chars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2021-03-08 11:00:00,,,,,,,,,,,-0.0772,0.086,0.836,0.078,"march 8, 6:12 a.m. a hockey game between utica college and elmira college was suspended on saturday, due to covid-19.
utica tweeted, ""in accordance with covid-19 health and safety protocols, tonight… [+219429 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2021-03-07 11:00:00,,,,,,,,,,,0.0644,0.046,0.901,0.053,"at a time when bitcoin is soaring and day-traders are taking on hedge funds, bonds can seem pretty dull.
but the bond market has sprung back to life over the past few weeks and reminded investors ju… [+5168 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2021-03-07 09:04:59,,,,,,,,,,,0.9169,0.0,0.683,0.317,"by tom konrad, ph.d., cfa
2020 ended with a massive spike in clean energy stock prices.  from the end of october, election euphoria drove invesco wilderhill clean energy etf (pbw) from $63.32 to $13… [+4344 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2021-03-07 03:59:54,,,,,,,,,,,0.0516,0.083,0.828,0.089,"welcome to the capital note, a newsletter about business, finance, and economics. on the menu today: inflation fears, art laffer (podcast), the economics of space, another argentinian default (maybe)… [+21910 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2021-03-16 07:37:59,,,,,,,,,,,,,,,,0.5106,0.0,0.918,0.082,"u.s. banks are sitting on a pile of cash that could turn into billions of dollars of profits.in the coming months, banks are expected to free up tens of billions of dollars in reserves they set aside… [+4529 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-03-15 14:14:49,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-03-15 11:44:52,,,,,,,,,,,,,,,,0.5106,0.0,0.916,0.084,"u.s.banks are sitting on a pile of cash that could turn into billions of dollars of profits.in the coming months, banks are expected to free up tens of billions of dollars in reserves they set aside … [+4527 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-03-15 02:16:02,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-03-14 09:30:20,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2021-03-13 17:36:22,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37877 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-03-13 16:21:47,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in a capital note last week, i wrote about the debate over inflation (coming or not?). with the minor exception of a $1.9 trillion spending package now passed into law, not much has changed since the… [+37879 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2021-03-13 16:21:47,,,,,,,,,,,,,,,,-0.4215,0.078,0.922,0.0,"jpmorgan ceo jamie dimon in 2019(jeenah moon/reuters)
the week of march 8: bond worries, bidens binge, the cult of asceticism, and much, much more.in a capital note last week, i wrote about the deba… [+38150 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-03-13 13:10:36,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"file - in this nov. 16, 2020 file photo a man wearing a mask passes the new york stock exchange in new york. time stood still for most of the world in 2020, as lockdown life had every day bleeding in… [+24333 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2021-03-05 19:36:00,,,,,,,,,,,,,,,,0.7184,0.0,0.833,0.167,"shareholder advocacy groups that have long pushed for social change are asking social media companies, banking giants and other corporations that declared their commitment to racial justice in 2020 t… [+10735 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-03-03 08:47:37,,,,,,,,,,,,,,,,0.7269,0.0,0.831,0.169,"u.s. equity futures are trading higher ahead of the wednesday wall street session as optimism about growth rises as president biden announced a vaccine plan.
the major futures indexes suggest a gain… [+3689 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2021-02-26 16:16:17,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"by brian chappattafourth-quarter earnings are just about over, which means investors can officially turn their attention to 2021, a year that has long been synonymous with a return to pre-pandemic li… [+10726 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2021-02-26 13:12:54,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"(bloomberg opinion) -- fourth-quarter earnings are just about over, which means investors can officially turn their attention to 2021, a year that has long been synonymous with a return to pre-pandem… [+11024 chars]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2021-03-15 04:05:06,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"we are living through a stock buyback revolution. over the last decade, the amount that u.s. public firms have spent on buying back stock from their shareholders rose threefold to a record level of r… [+7679 chars]",,,,,,,,,,,,,,,,,,,,,,,,,
0,2021-03-14 22:48:10,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,0.063,0.818,0.119,beijing accuses the u.k. of slander over hong kong comments. goldman sachs's ceo and his particular leadership style spark angst. china is set to report roaring economic growth. here's what people in… [+5020 chars],,,,,,,,,,,,,,,,,,,,
1,2021-03-09 09:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.743,0.0,0.819,0.181,"global stocks steadied on tuesday, supported by stronger u.s. equity futures and a decline in u.s. and european bond yields.
in europe, the euro stoxx 600 was up 0.1% after a gains on monday that li… [+3737 chars]",,,,,,,,,,,,,,,,,,,,
2,2021-03-09 09:25:38,,,,,,,,,,,,,,,,,,,,,,,,,,0.5994,0.0,0.86,0.14,"by tom arnold and paulina duran
london/sydney (reuters) - global stocks steadied on tuesday, supported by stronger u.s. equity futures and a decline in u.s. and european bond yields.
in europe, the… [+3796 chars]",,,,,,,,,,,,,,,,,,,,
3,2021-03-09 06:25:19,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4939,0.149,0.788,0.062,"sydney: asian stocks recovered from earlier losses on tuesday, lifted by firmer u.s. equity futures and central bank comments aimed at soothing fears about rising bond yields and inflation.
a pullba… [+4614 chars]",,,,,,,,,,,,,,,,,,,,
4,2021-03-09 04:15:31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4215,0.131,0.812,0.058,sydney/new york: asian stocks were lower on tuesday as rising bond yields impacted tech shares and company valuations in china and korea and investors grappled with their inflation fears as the unite… [+3627 chars],,,,,,,,,,,,,,,,,,,,
5,2021-03-09 00:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4939,0.149,0.788,0.062,"sydney (reuters) - asian stocks recovered from earlier losses on tuesday, lifted by firmer u.s. equity futures and central bank comments aimed at soothing fears about rising bond yields and inflation… [+4415 chars]",,,,,,,,,,,,,,,,,,,,
6,2021-03-09 00:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,0.126,0.805,0.069,"* msci asia-pacific ex-japan 0.79% lower
* chinas shenzhen csi 300 0.9% lower
* dollar gains on euro, yen as u.s. yields race ahead
* nasdaq falls 2.4%, confirming correction
sydney/new york, mar… [+3469 chars]",,,,,,,,,,,,,,,,,,,,
7,2021-02-26 15:21:46,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"the foundations of a return to office are being laid, the latest job advertisement data has shown, with 60 per cent of remote roles are now temporary.
data by job advertising site indeed found more … [+2151 chars]",,,,,,,,,,,,,,,,,,,,
8,2021-02-26 15:09:43,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4939,0.171,0.746,0.083,"welcome to the capital note, a newsletter about business, finance, and economics. on the menu today: inflation fears deflate stocks, from pipeline to railroad, chinas (latest) green-jobs threat, work… [+15561 chars]",,,,,,,,,,,,,,,,,,,,
