Date,SPY Close,Daily Returns,Cumulative Returns,VIX Close,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
2015-07-22,189.1691436767578,-0.0017947323759334166,0.18912658098420576,12.119999885559082,13.216,8.6069,10.3492,1.54,4.61,1.28,2.87,1.2,1.74
2015-07-23,188.1041259765625,-0.005629975795709896,0.18243182711522943,12.640000343322754,12.5858,8.4908,10.09,1.48,4.1,1.25,2.5,1.19,1.6
2015-07-24,186.1531219482422,-0.0103719363846565,0.17016771942519715,13.739999771118164,12.2682,8.753,10.1898,1.4,3.52,1.2,2.08,1.16,1.44
2015-07-27,185.0701904296875,-0.005817423351383688,0.16336035840917762,15.600000381469727,13.5147,9.0213,10.7686,1.5,4.49,1.26,2.75,1.19,1.75
2015-07-28,187.3434295654297,0.012283118801922122,0.17765005190096428,13.4399995803833,13.725999999999999,9.4257,11.1404,1.46,4.3,1.23,2.59,1.18,1.71
2015-07-29,188.63218688964844,0.0068791167494275385,0.1857512440979605,12.5,13.0885,9.3469,10.8465,1.4,3.74,1.21,2.24,1.16,1.5
2015-07-30,188.67691040039062,0.00023709374036129383,0.18603237829556174,12.130000114440918,14.9173,10.0467,12.0354,1.48,4.87,1.24,2.88,1.2,1.99
2015-07-31,188.39053344726562,-0.0015178166343580157,0.18423219862289764,12.119999885559082,14.5893,10.3061,11.9472,1.42,4.28,1.22,2.64,1.16,1.64
2015-08-03,187.755126953125,-0.003372815409105945,0.18023800201542284,12.5600004196167,12.9834,8.8716,10.5199,1.46,4.11,1.23,2.46,1.19,1.65
2015-08-04,187.38819885253906,-0.0019542907112067853,0.1779314738510709,13.0,14.7739,10.1356,12.0659,1.46,4.64,1.22,2.71,1.19,1.93
2015-08-05,188.00572204589844,0.0032954220017096247,0.18181325514650593,12.510000228881836,15.1284,10.219,12.2707,1.48,4.91,1.23,2.86,1.2,2.05
2015-08-06,186.46636962890625,-0.008187795564096656,0.17213680981842683,13.770000457763672,14.6169,10.265999999999998,12.177,1.42,4.35,1.2,2.44,1.19,1.91
2015-08-07,186.10836791992188,-0.001919926417277562,0.16988639339259293,13.390000343322754,14.3716,9.5104,11.5154,1.51,4.86,1.25,2.86,1.21,2.01
2015-08-10,188.4532012939453,0.012599290403924046,0.1846261318025455,12.229999542236328,14.293,9.549,11.5309,1.5,4.74,1.24,2.76,1.21,1.98
2015-08-11,186.7527313232422,-0.00902330105844562,0.1739368935735892,13.710000038146973,15.1022,10.0075,12.0919,1.51,5.09,1.25,3.01,1.21,2.08
2015-08-12,186.9765167236328,0.001198297871227938,0.1753436196541145,13.609999656677246,16.428,10.9013,13.2703,1.51,5.53,1.24,3.16,1.22,2.37
2015-08-13,186.74378967285156,-0.0012446859897664586,0.17388068591756967,13.489999771118164,20.3061,13.9195,16.7464,1.46,6.39,1.21,3.56,1.2,2.83
2015-08-14,187.42396545410156,0.003642293981725331,0.17815630447515085,12.829999923706055,28.398000000000003,18.5909,22.9434,1.53,9.81,1.24,5.45,1.23,4.35
2015-08-17,188.47108459472656,0.005586901003230782,0.1847385471145857,13.020000457763672,42.6462,25.5686,32.4936,1.67,17.08,1.31,10.15,1.27,6.93
2015-08-18,187.9251251220703,-0.002896781083582378,0.18130661890231337,13.789999961853027,38.6027,25.5352,30.9971,1.51,13.07,1.25,7.61,1.21,5.46
2015-08-19,186.43951416015625,-0.007905334430130417,0.17196799501536386,15.25,29.9792,20.4502,24.279,1.47,9.53,1.23,5.7,1.19,3.83
2015-08-20,182.54640197753906,-0.02088136841674515,0.14749569953881392,19.139999389648438,27.3309,17.9927,22.041999999999998,1.52,9.34,1.24,5.29,1.23,4.05
2015-08-21,177.0513153076172,-0.030102410183893924,0.11295331330704217,28.030000686645508,27.8845,17.7536,22.096,1.57,10.13,1.26,5.79,1.24,4.34
2015-08-24,169.59625244140625,-0.042106791769708996,0.06609041989421494,40.7400016784668,29.0946,18.4585,23.0991,1.58,10.64,1.26,6.0,1.25,4.64
2015-08-25,167.60044860839844,-0.011767971309963543,0.053544698419072834,36.02000045776367,33.4817,22.2869,27.3859,1.5,11.19,1.22,6.1,1.23,5.1
2015-08-26,174.03526306152344,0.03839377821810053,0.09399425991303034,30.31999969482422,27.4882,18.3418,22.4698,1.5,9.15,1.22,5.02,1.23,4.13
2015-08-27,178.3400421142578,0.024735096652295008,0.12105431366903519,26.100000381469727,26.9647,17.924,22.0252,1.5,9.04,1.22,4.94,1.23,4.1
2015-08-28,178.3489990234375,5.022376956675956e-05,0.12111061724255667,26.049999237060547,28.8304,19.8462,24.0215,1.45,8.98,1.2,4.81,1.21,4.18
2015-08-31,176.9081573486328,-0.008078776346904792,0.11205341530571378,28.43000030517578,25.7965,17.0875,20.9593,1.51,8.71,1.23,4.84,1.23,3.87
2015-09-01,171.62782287597656,-0.029847885771882687,0.07886097199343678,31.399999618530273,27.8138,18.3163,22.6147,1.52,9.5,1.23,5.2,1.23,4.3
2015-09-02,174.88548278808594,0.018980954588367904,0.09933878311000677,26.09000015258789,26.1427,17.3753,21.3653,1.5,8.77,1.22,4.78,1.23,3.99
2015-09-03,175.0107879638672,0.0007164984410574782,0.10012645763429906,25.610000610351562,24.4805,16.7009,20.3245,1.47,7.78,1.2,4.16,1.22,3.62
2015-09-04,172.36167907714844,-0.015136831949272067,0.08347402832214068,27.799999237060547,24.9645,17.4326,20.9725,1.43,7.53,1.19,3.99,1.2,3.54
2015-09-08,176.69332885742188,0.025131164905481063,0.11070299279871021,24.899999618530273,23.3313,16.2492,19.4698,1.44,7.08,1.2,3.86,1.2,3.22
2015-09-09,174.33062744140625,-0.01337176355946157,0.0958509349942196,26.229999542236328,22.4735,14.8011,18.1413,1.52,7.67,1.24,4.33,1.23,3.34
2015-09-10,175.27923583984375,0.005441432824282888,0.10181393424241825,24.3700008392334,22.0344,14.4978,17.7687,1.52,7.54,1.24,4.27,1.23,3.27
2015-09-11,176.07579040527344,0.004544489035526844,0.10682111558577367,23.200000762939453,23.8468,16.2298,19.4087,1.47,7.62,1.23,4.44,1.2,3.18
2015-09-14,175.42247009277344,-0.003710449409292771,0.10271431183125568,24.25,21.0786,15.332,17.9366,1.37,5.75,1.18,3.14,1.17,2.6
2015-09-15,177.61512756347656,0.012499296524233872,0.11649746499635105,22.540000915527344,23.4375,16.4696,19.7311,1.42,6.97,1.19,3.71,1.2,3.26
2015-09-16,179.15444946289062,0.008666614834729858,0.1261737184894267,21.350000381469727,22.4602,16.2024,19.051,1.39,6.26,1.18,3.41,1.18,2.85
2015-09-17,178.75172424316406,-0.002247921951890941,0.12364216786599158,21.139999389648438,23.7396,17.1972,20.2656,1.38,6.54,1.17,3.47,1.18,3.07
2015-09-18,175.83067321777344,-0.016341386567085614,0.10528029683781526,22.280000686645508,23.428,16.9138,20.0489,1.39,6.51,1.17,3.38,1.19,3.14
2015-09-21,176.73928833007812,0.00516755748969544,0.11099189631395223,20.139999389648438,28.3594,20.362000000000002,24.1213,1.39,8.0,1.18,4.24,1.18,3.76
2015-09-22,174.4452667236328,-0.012979692450503677,0.0965715631847952,22.440000534057617,27.5349,19.7061,23.3481,1.4,7.83,1.18,4.19,1.18,3.64
2015-09-23,174.16639709472656,-0.0015986081717428435,0.09481857492298706,22.1299991607666,25.7485,17.523,21.2029,1.47,8.23,1.21,4.55,1.21,3.68
2015-09-24,173.53662109375,-0.0036159443582796102,0.09085977187365457,23.469999313354492,23.646,17.2625,20.2504,1.37,6.38,1.17,3.4,1.17,2.99
2015-09-25,173.49166870117188,-0.0002590369242803092,0.09057719891352733,23.6200008392334,21.9162,16.22,18.795,1.35,5.7,1.17,3.12,1.16,2.58
2015-09-28,169.13748168945312,-0.025097383893508796,0.06320656428688709,27.6299991607666,20.3233,14.5608,17.0793,1.4,5.76,1.19,3.24,1.17,2.52
2015-09-29,169.23646545410156,0.0005852266668495698,0.06382878112067725,26.829999923706055,20.2715,14.5966,17.1147,1.39,5.67,1.18,3.16,1.17,2.52
2015-09-30,172.39413452148438,0.018658325550052313,0.08367804484834229,24.5,19.2778,13.7707,16.175,1.4,5.51,1.19,3.1,1.17,2.4
2015-10-01,172.8439483642578,0.002609217790512375,0.0865055968821482,22.549999237060547,18.4373,12.8291,15.2291,1.44,5.61,1.21,3.21,1.19,2.4
2015-10-02,175.4258575439453,0.01493780490507124,0.10273560551664174,20.940000534057617,17.7399,12.3849,14.6285,1.43,5.36,1.21,3.11,1.18,2.24
2015-10-05,178.54751586914062,0.017794744565597043,0.12235850394019931,19.540000915527344,17.1731,11.7258,13.993,1.46,5.45,1.23,3.18,1.19,2.27
2015-10-06,177.93577575683594,-0.0034262034356895565,0.118513075377924,19.399999618530273,18.2349,12.7371,15.0594,1.43,5.5,1.21,3.18,1.18,2.32
2015-10-07,179.39320373535156,0.008190752940585355,0.12767453963915898,18.399999618530273,18.5597,13.0291,15.4337,1.42,5.53,1.2,3.13,1.18,2.4
2015-10-08,181.01248168945312,0.009026417502919326,0.13785340084135433,17.420000076293945,16.9324,11.5794,13.8173,1.46,5.35,1.23,3.12,1.19,2.24
2015-10-09,181.1204376220703,0.0005964004891243491,0.13853201716616792,17.079999923706055,16.1833,10.6091,12.8954,1.53,5.57,1.25,3.29,1.22,2.29
2015-10-12,181.29136657714844,0.0009437309081308243,0.1396064850206642,16.170000076293945,15.3208,10.6036,12.493,1.44,4.72,1.23,2.83,1.18,1.89
2015-10-13,180.1488494873047,-0.006302104239241602,0.13242456616034826,17.670000076293945,15.7986,11.0851,12.9999,1.43,4.71,1.22,2.8,1.17,1.91
2015-10-14,179.2852020263672,-0.004794077027943322,0.12699563556184024,18.030000686645508,16.9734,12.158,14.1953,1.4,4.82,1.2,2.78,1.17,2.04
2015-10-15,182.03807067871094,0.015354689741426064,0.14430030388583348,16.049999237060547,15.6712,10.5148,12.6191,1.49,5.16,1.24,3.05,1.2,2.1
2015-10-16,182.86572265625,0.004546587285029213,0.14950296509773597,15.050000190734863,14.9061,10.219,12.1368,1.46,4.69,1.23,2.77,1.19,1.92
2015-10-19,182.9556427001953,0.0004917271681055269,0.1500682069354924,14.979999542236328,16.0925,10.7837,12.8818,1.49,5.31,1.25,3.21,1.19,2.1
2015-10-20,182.72178649902344,-0.0012782125640972142,0.14859817530381858,15.75,16.0054,11.2556,13.1714,1.42,4.75,1.22,2.83,1.17,1.92
2015-10-21,181.5882568359375,-0.006203582423336185,0.1414727518520278,16.700000762939453,14.7745,10.1671,11.9497,1.45,4.61,1.24,2.82,1.18,1.78
2015-10-22,184.6559295654297,0.01689356339966297,0.16075629415442783,14.449999809265137,15.1395,10.2573,12.085999999999999,1.48,4.88,1.25,3.05,1.18,1.83
2015-10-23,186.6800994873047,0.010961846319469393,0.17348032626530552,14.460000038146973,15.4757,10.2764,12.1939,1.51,5.2,1.27,3.28,1.19,1.92
2015-10-26,186.22128295898438,-0.002457768822602957,0.17059618290547274,15.289999961853027,14.3828,9.649,11.3587,1.49,4.73,1.27,3.02,1.18,1.71
2015-10-27,185.86141967773438,-0.001932449801289704,0.16833406454442668,15.430000305175781,15.0447,10.1017,11.8474,1.49,4.94,1.27,3.2,1.17,1.75
2015-10-28,187.97552490234375,0.011374631853533712,0.18162343441056228,14.329999923706055,15.7796,10.9677,12.8079,1.44,4.81,1.23,2.97,1.17,1.84
2015-10-29,187.86758422851562,-0.0005742272771106505,0.18094491400325063,14.609999656677246,15.6168,10.8689,12.6577,1.44,4.75,1.23,2.96,1.16,1.79
2015-10-30,187.05792236328125,-0.004309747573320255,0.17585533952590016,15.069999694824219,14.8032,10.0181,11.8265,1.48,4.79,1.25,2.98,1.18,1.81
2015-11-02,189.27099609375,0.01183095429751857,0.1897668303083242,14.149999618530273,16.7459,11.6618,13.745999999999999,1.44,5.08,1.22,3.0,1.18,2.08
2015-11-03,189.81976318359375,0.0028993723347445766,0.19321640734091683,14.539999961853027,15.9026,11.0095,12.9859,1.44,4.89,1.22,2.92,1.18,1.98
2015-11-04,189.24398803710938,-0.003033272915462848,0.18959705633024382,15.510000228881836,16.7242,11.2313,13.4932,1.49,5.49,1.24,3.23,1.2,2.26
2015-11-05,189.05508422851562,-0.0009982024293248015,0.18840959765869725,15.050000190734863,18.570999999999998,13.0371,15.402000000000001,1.42,5.53,1.21,3.17,1.18,2.36
2015-11-06,188.9561309814453,-0.0005234096055872772,0.18778757265991053,14.329999923706055,20.9322,14.2289,17.0848,1.47,6.7,1.23,3.85,1.2,2.86
2015-11-09,187.19287109375,-0.00933158336031159,0.1767036339112924,16.520000457763672,18.4782,13.1643,15.4372,1.4,5.31,1.2,3.04,1.17,2.27
2015-11-10,187.62466430664062,0.002306675517970813,0.17941790737554286,15.289999961853027,19.4346,13.6388,16.1493,1.42,5.8,1.2,3.29,1.18,2.51
2015-11-11,186.8870086669922,-0.003931549417420244,0.1747809675889056,16.059999465942383,17.2488,12.0861,14.2355,1.43,5.16,1.21,3.01,1.18,2.15
2015-11-12,184.27810668945312,-0.013959782416913646,0.1583812808938332,18.3700008392334,17.4913,12.1896,14.4082,1.43,5.3,1.21,3.08,1.18,2.22
2015-11-13,182.208984375,-0.011228259024497311,0.14537467582282826,20.079999923706055,16.2074,11.1327,13.2611,1.46,5.07,1.22,2.95,1.19,2.13
2015-11-16,184.97979736328125,0.015206785756396668,0.16279214312886836,18.15999984741211,16.4465,10.9202,13.2554,1.51,5.53,1.24,3.19,1.21,2.34
2015-11-17,184.8448944091797,-0.0007292847977156125,0.16194413649598127,18.84000015258789,16.2439,10.8741,13.1647,1.49,5.37,1.23,3.08,1.21,2.29
2015-11-18,187.7776336669922,0.015865946783038876,0.18037948033049056,16.850000381469727,15.8407,10.5477,12.7574,1.5,5.29,1.24,3.08,1.21,2.21
2015-11-19,187.61570739746094,-0.0008623299078228674,0.17936160380202115,16.989999771118164,17.105999999999998,11.0655,13.3242,1.55,6.04,1.28,3.78,1.2,2.26
2015-11-20,188.29940795898438,0.0036441541649550047,0.1836593793025043,15.470000267028809,17.0978,11.6158,14.0037,1.47,5.48,1.22,3.09,1.21,2.39
2015-11-23,188.0834503173828,-0.0011468843367187231,0.18230185890037198,15.619999885559082,15.4821,10.2521,12.4377,1.51,5.23,1.24,3.04,1.21,2.19
2015-11-24,188.3354034423828,0.0013395815770862463,0.18388564868910984,15.930000305175781,17.0668,11.5577,13.9394,1.48,5.51,1.22,3.13,1.21,2.38
2015-11-25,188.3084259033203,-0.00014324199576609686,0.18371606654603267,15.1899995803833,19.1286,13.3498,15.8832,1.43,5.78,1.2,3.25,1.19,2.53
2015-11-27,188.5243377685547,0.001146586320811993,0.18507329919565962,15.119999885559082,15.8997,10.5014,12.7491,1.51,5.4,1.25,3.15,1.21,2.25
2015-11-30,187.7416534423828,-0.004151635462222081,0.1801533068613863,16.1299991607666,16.7409,11.8124,13.9511,1.42,4.93,1.2,2.79,1.18,2.14
2015-12-01,189.53187561035156,0.009535561955185123,0.19140673183557966,14.670000076293945,18.4456,12.5065,15.0766,1.47,5.94,1.22,3.37,1.21,2.57
2015-12-02,187.5977020263672,-0.010205004186001565,0.1792484211499672,15.90999984741211,20.169,13.7587,16.616,1.47,6.41,1.21,3.55,1.21,2.86
2015-12-03,184.9708251953125,-0.014002713267167177,0.1627357436378447,18.110000610351562,20.1284,13.6187,16.4977,1.48,6.51,1.22,3.63,1.21,2.88
2015-12-04,188.5782928466797,0.019502900782099264,0.18541246348181395,14.8100004196167,24.9849,16.6053,20.3549,1.5,8.38,1.23,4.63,1.23,3.75
2015-12-07,187.435791015625,-0.006058501293060181,0.17823064053899973,15.84000015258789,22.1836,16.0089,18.789,1.39,6.17,1.18,3.39,1.17,2.78
2015-12-08,186.1763153076172,-0.0067195048564807625,0.17031351402784356,17.600000381469727,21.5093,14.7766,17.6517,1.46,6.73,1.22,3.86,1.19,2.88
2015-12-09,184.7279052734375,-0.007779776024606,0.16120873701013738,19.610000610351562,18.275,12.9685,15.2937,1.41,5.31,1.19,2.98,1.18,2.33
2015-12-10,185.20469665527344,0.002581046870694381,0.16420587118702046,19.34000015258789,19.7525,13.5234,16.2513,1.46,6.23,1.22,3.5,1.2,2.73
2015-12-11,181.61521911621094,-0.019381136676807298,0.14164223807760323,24.389999389648438,21.198,14.6873,17.6434,1.44,6.51,1.2,3.55,1.2,2.96
2015-12-14,182.53280639648438,0.005052369976143334,0.14741023704476364,22.729999542236328,19.5602,13.9609,16.5429,1.4,5.6,1.18,3.02,1.18,2.58
2015-12-15,184.4490203857422,0.010497915564260607,0.15945565283082774,20.950000762939453,17.6603,12.6591,14.9496,1.4,5.0,1.18,2.71,1.18,2.29
2015-12-16,187.14788818359375,0.014632052760200853,0.1764208691161615,17.860000610351562,16.3081,11.3786,13.5866,1.43,4.93,1.2,2.72,1.19,2.21
2015-12-17,184.2960968017578,-0.015238170248751626,0.15849436762838498,18.940000534057617,16.7768,11.564,13.7815,1.45,5.21,1.22,3.0,1.19,2.22
2015-12-18,181.01284790039062,-0.017815075622024112,0.13785570286139626,20.700000762939453,17.8707,12.262,14.7172,1.46,5.61,1.21,3.15,1.2,2.46
2015-12-21,182.50604248046875,0.008249108267164518,0.14724199774671054,18.700000762939453,16.9056,11.4793,13.8262,1.47,5.43,1.22,3.08,1.2,2.35
2015-12-22,184.16217041015625,0.009074373139534408,0.15765249971560902,16.600000381469727,17.9702,11.875,14.5432,1.51,6.1,1.24,3.43,1.22,2.67
2015-12-23,186.44273376464844,0.012383451766522002,0.1719882336082308,15.569999694824219,19.4136,12.7714,15.7146,1.52,6.64,1.24,3.7,1.23,2.94
2015-12-24,186.13499450683594,-0.0016505832734730053,0.1700537694331299,15.739999771118164,21.5581,15.1344,18.0762,1.42,6.42,1.19,3.48,1.19,2.94
2015-12-28,185.70968627929688,-0.0022849450135151717,0.1673802609071191,16.90999984741211,20.5641,14.1426,17.0911,1.45,6.42,1.2,3.47,1.21,2.95
2015-12-29,187.69154357910156,0.01067180360653941,0.17983831378567072,16.079999923706055,21.2398,15.4882,18.2954,1.37,5.75,1.16,2.94,1.18,2.81
2015-12-30,186.36123657226562,-0.007087730120751479,0.17147593823143548,17.290000915527344,25.3222,18.4579,21.6647,1.37,6.86,1.17,3.66,1.17,3.21
2015-12-31,184.49697875976562,-0.010003463417549763,0.15975712153879762,18.209999084472656,27.4305,19.115,22.7653,1.44,8.32,1.2,4.67,1.19,3.65
2016-01-04,181.9178009033203,-0.013979512693287344,0.14354428213711556,20.700000762939453,24.7102,17.1926,20.6305,1.44,7.52,1.2,4.08,1.2,3.44
2016-01-05,182.22549438476562,0.001691387428373936,0.1454784585597111,19.34000015258789,22.5934,16.4956,19.2824,1.37,6.1,1.17,3.31,1.17,2.79
2016-01-06,179.9268798828125,-0.012614121364926234,0.1310292542625302,20.59000015258789,25.7459,18.6504,21.9192,1.38,7.1,1.17,3.83,1.18,3.27
2016-01-07,175.6101837158203,-0.02399139122405547,0.10389428893766617,24.989999771118164,24.8619,17.3615,20.747,1.43,7.5,1.2,4.11,1.2,3.39
2016-01-08,173.68255615234375,-0.010976741340900431,0.09177712686030026,27.010000228881836,27.711,19.1,22.9179,1.45,8.61,1.21,4.79,1.2,3.82
2016-01-11,173.85452270507812,0.000990119886210783,0.09285811710491476,24.299999237060547,26.1378,18.4116,21.9285,1.42,7.73,1.19,4.21,1.19,3.52
2016-01-12,175.25723266601562,0.008068297212589837,0.10167562120490858,22.469999313354492,27.7934,20.0036,23.5172,1.39,7.79,1.18,4.28,1.18,3.51
2016-01-13,170.88619995117188,-0.024940669485370326,0.07419909365634703,25.219999313354492,27.2476,19.3398,22.8428,1.41,7.91,1.19,4.4,1.18,3.5
2016-01-14,173.6915740966797,0.016416621975966494,0.09183381410382907,23.950000762939453,22.9638,16.3057,19.1847,1.41,6.66,1.2,3.78,1.18,2.88
2016-01-15,169.96311950683594,-0.02146594968255877,0.06839656438856001,27.020000457763672,24.9712,18.2577,21.1734,1.37,6.71,1.18,3.8,1.16,2.92
2016-01-19,170.18934631347656,0.0013310346815065266,0.06981863726936366,26.049999237060547,23.3554,17.1995,19.9047,1.36,6.16,1.17,3.45,1.16,2.71
2016-01-20,168.00836181640625,-0.012815047147857861,0.05610886099309975,27.59000015258789,24.2012,17.8355,20.6377,1.36,6.37,1.17,3.56,1.16,2.8
2016-01-21,168.94955444335938,0.005602058235539609,0.062025244335452534,26.690000534057617,22.7341,16.8853,19.4869,1.35,5.85,1.17,3.25,1.15,2.6
2016-01-22,172.41558837890625,0.020515200214445528,0.08381290485578985,22.34000015258789,20.9236,14.5847,17.2122,1.43,6.34,1.22,3.71,1.18,2.63
2016-01-25,169.8092803955078,-0.015116428902418821,0.06742952413601322,24.149999618530273,20.5382,15.1159,17.4376,1.36,5.42,1.18,3.1,1.15,2.32
2016-01-26,172.1259765625,0.013642930242659945,0.08199239067275665,22.5,22.4803,17.1193,19.6447,1.31,5.36,1.14,2.84,1.15,2.53
2016-01-27,170.25270080566406,-0.01088316705152137,0.07021688673658999,23.110000610351562,22.586,16.9349,19.5347,1.33,5.65,1.16,3.05,1.15,2.6
2016-01-28,171.1395721435547,0.005209146954461286,0.07579180377274697,22.420000076293945,23.12,16.8708,19.7095,1.37,6.25,1.17,3.41,1.17,2.84
2016-01-29,175.31153869628906,0.024377567972618586,0.10201699159360311,20.200000762939453,24.6004,18.9378,21.5567,1.3,5.66,1.14,3.04,1.14,2.62
2016-02-01,175.2481689453125,-0.00036146936732073254,0.10161864620887506,19.979999542236328,27.3586,20.9056,23.8968,1.31,6.45,1.14,3.46,1.14,2.99
2016-02-02,172.08981323242188,-0.018022189515008336,0.08176506619363177,21.979999542236328,27.5025,21.2234,24.2229,1.3,6.28,1.14,3.28,1.14,3.0
2016-02-03,173.1214599609375,0.005994815783327612,0.0882500484863018,21.649999618530273,27.5581,20.9274,24.0105,1.32,6.63,1.15,3.55,1.15,3.08
2016-02-04,173.39297485351562,0.001568349138456826,0.08995680451227095,21.84000015258789,29.9508,22.1595,25.6684,1.35,7.79,1.17,4.28,1.16,3.51
2016-02-05,170.08982849121094,-0.019050058775998413,0.06919306332301267,23.3799991607666,26.6599,19.6667,22.8273,1.36,6.99,1.17,3.83,1.16,3.16
2016-02-08,167.8002166748047,-0.013461191869709954,0.054800450351858654,26.0,24.8985,18.2419,21.1992,1.36,6.66,1.17,3.7,1.16,2.96
2016-02-09,167.8092498779297,5.383308379447449e-05,0.05485723351288896,26.540000915527344,23.4075,16.8629,19.7095,1.39,6.54,1.19,3.7,1.17,2.85
2016-02-10,167.6645050048828,-0.0008625559863485455,0.05394736009137935,26.290000915527344,22.6118,16.5519,19.273,1.37,6.06,1.17,3.34,1.16,2.72
2016-02-11,165.48348999023438,-0.013008209546707117,0.040237391980112,28.139999389648438,21.6537,15.6815,18.1989,1.38,5.97,1.19,3.45,1.16,2.52
2016-02-12,168.89524841308594,0.02061691122814069,0.06168387394675845,25.399999618530273,20.3685,14.4301,16.9333,1.41,5.94,1.2,3.44,1.17,2.5
2016-02-16,171.74591064453125,0.016878285554091654,0.07960327753940599,24.110000610351562,22.0736,15.8635,18.5362,1.39,6.21,1.19,3.54,1.17,2.67
2016-02-17,174.5513458251953,0.016334800462705523,0.09723838165689513,22.309999465942383,21.9317,16.2573,18.7153,1.35,5.67,1.17,3.22,1.15,2.46
2016-02-18,173.83639526367188,-0.0040959326789690165,0.0927441671128475,21.639999389648438,20.0631,14.6454,17.0362,1.37,5.42,1.18,3.03,1.16,2.39
2016-02-19,173.75498962402344,-0.00046828881561289393,0.09223244724106228,20.530000686645508,20.8684,14.7914,17.4053,1.41,6.08,1.2,3.46,1.18,2.61
2016-02-22,176.27076721191406,0.01447887967611372,0.10804674942301284,19.3799991607666,21.5289,15.5672,18.2605,1.38,5.96,1.18,3.27,1.17,2.69
2016-02-23,174.04452514648438,-0.01262967252393743,0.09405248183658688,20.979999542236328,18.9564,13.5181,15.8906,1.4,5.44,1.19,3.07,1.18,2.37
2016-02-24,174.84092712402344,0.004575851937133724,0.09905870400492489,20.719999313354492,17.9419,12.7326,14.9947,1.41,5.21,1.2,2.95,1.18,2.26
2016-02-25,176.95855712890625,0.01211175232090067,0.11237023081396269,19.110000610351562,17.8386,12.7064,14.9517,1.4,5.13,1.19,2.89,1.18,2.25
2016-02-26,176.55133056640625,-0.002301253859135821,0.10981038452751424,19.809999465942383,17.6609,12.7175,14.8481,1.39,4.94,1.19,2.81,1.17,2.13
2016-02-29,175.1667022705078,-0.007842638690155002,0.10110654266708297,20.549999237060547,18.3357,12.9172,15.2378,1.42,5.42,1.2,3.1,1.18,2.32
2016-03-01,179.2843780517578,0.023507183316673563,0.12699045601674674,17.700000762939453,19.5097,14.4559,16.6399,1.35,5.05,1.17,2.87,1.15,2.18
2016-03-02,180.08975219726562,0.004492160188520833,0.1320530776761082,17.09000015258789,19.4818,13.8308,16.327,1.41,5.65,1.19,3.15,1.18,2.5
2016-03-03,180.795654296875,0.003919723865443148,0.13649041314162358,16.700000762939453,18.9514,13.5157,15.9259,1.4,5.44,1.19,3.03,1.18,2.41
2016-03-04,181.38388061523438,0.0032535423522597196,0.14018803283371706,16.860000610351562,17.5195,11.85,14.3236,1.48,5.67,1.22,3.2,1.21,2.47
2016-03-07,181.52870178222656,0.0007984235782196869,0.14109838584273549,17.350000381469727,17.533,12.125,14.4443,1.45,5.41,1.21,3.09,1.19,2.32
2016-03-08,179.54678344726562,-0.01091793372344263,0.1286399492941772,18.670000076293945,17.7316,12.2031,14.5869,1.45,5.53,1.22,3.14,1.2,2.38
2016-03-09,180.43368530273438,0.004939669975927208,0.13421505816533763,18.34000015258789,15.9831,11.1464,13.2588,1.43,4.84,1.21,2.72,1.19,2.11
2016-03-10,180.57847595214844,0.0008024590816904098,0.1351252193393524,18.049999237060547,15.2145,10.9414,12.7941,1.39,4.27,1.19,2.42,1.17,1.85
2016-03-11,183.4924774169922,0.01613703654036791,0.15344277648172477,16.5,14.6326,10.2809,12.1147,1.42,4.35,1.21,2.52,1.18,1.83
2016-03-14,183.25718688964844,-0.0012822897737058137,0.15196372860488738,16.920000076293945,14.6454,10.1442,12.0126,1.44,4.5,1.22,2.63,1.18,1.87
2016-03-15,182.9585418701172,-0.0016296496994199217,0.15008643126082388,16.84000015258789,14.8704,10.4298,12.3166,1.43,4.44,1.21,2.55,1.18,1.89
2016-03-16,184.01734924316406,0.005787143700557662,0.1567421467065917,14.989999771118164,15.5847,11.2525,13.1799,1.38,4.33,1.18,2.4,1.17,1.93
2016-03-17,185.1847686767578,0.006344072656166322,0.16408060292974813,14.4399995803833,15.7769,10.9672,13.0997,1.44,4.81,1.2,2.68,1.19,2.13
2016-03-18,185.91249084472656,0.003929708545517663,0.16865510042275256,14.020000457763672,16.2845,11.2218,13.4513,1.45,5.06,1.21,2.83,1.2,2.23
2016-03-21,186.1763153076172,0.0014190787380228276,0.17031351402784445,13.789999961853027,14.3001,10.3987,12.0966,1.38,3.9,1.18,2.2,1.16,1.7
2016-03-22,186.07620239257812,-0.0005377317457038178,0.16968419929892553,14.170000076293945,14.1044,9.7288,11.6334,1.45,4.38,1.21,2.47,1.2,1.9
2016-03-23,184.84823608398438,-0.006599265745992677,0.16196514242886328,14.9399995803833,14.6525,10.1003,12.1209,1.45,4.55,1.21,2.53,1.2,2.02
2016-03-24,184.766357421875,-0.00044295073539235563,0.1614504491145241,14.739999771118164,13.6098,9.4412,11.2474,1.44,4.17,1.21,2.36,1.19,1.81
2016-03-28,184.87548828125,0.0005906424789541287,0.1621364510869714,15.239999771118164,14.6521,10.2438,12.1929,1.43,4.41,1.2,2.46,1.19,1.95
